Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total
2022,Southwest Technical Education District of Yuma (STEDY),92705,STEDY- Gila Ridge HS Satellite,92936,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Southwest Technical Education District of Yuma (STEDY),92705,STEDY- Kofa HS Satellite,92937,*,*,*,*,*,*,*,*,*,*,*,*,19,*,34
2022,Southwest Technical Education District of Yuma (STEDY),92705,STEDY- San Luis HS Satellite,92938,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16
2022,Southwest Technical Education District of Yuma (STEDY),92705,STEDY- Vista HS Satellite,92939,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Southwest Technical Education District of Yuma (STEDY),92705,STEDY- Yuma HS Satellite,92940,*,*,*,*,*,*,*,*,*,*,*,*,12,*,24
2022,Southwest Technical Education District of Yuma (STEDY),92705,STEDY- Arizona Western College,664373,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Southwest Technical Education District of Yuma (STEDY),92705,STEDY- Central Campus,947339,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,ASU Preparatory Academy,92716,ASU Preparatory Academy - South Phoenix Primary,70692,*,18,18,16,*,*,*,*,*,*,*,*,*,*,52
2022,Lexington Life Academy,92717,Lexington Life Academy Ellsworth,92718,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Lexington Life Academy,92717,Lexington Life Academy Maryvale,665957,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Lexington Life Academy,92717,Lexington Life Academy Show Low,947956,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Lexington Life Academy,92717,Lexington Life Academy Freestone,1001815,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Leman Academy of Excellence, Inc.",92730,Leman Academy of Excellence,92731,*,132,131,134,138,131,130,116,103,104,*,*,*,*,1119
2022,"Leman Academy of Excellence, Inc.",92730,Leman Academy of Excellence-Sierra Vista,225365,*,76,79,79,80,73,71,63,53,49,*,*,*,*,623
2022,"Leman Academy of Excellence, Inc.",92730,Leman Virtual Academy,271268,*,30,29,25,23,29,22,36,38,42,*,*,*,*,274
2022,"Leman Academy of Excellence, Inc.",92730,Leman Academy of Excellence East Mesa,573453,*,47,32,42,27,26,15,20,11,13,*,*,*,*,233
2022,"Leman Academy of Excellence, Inc.",92730,Leman Academy of Excellence East Tucson,734680,*,128,130,135,127,122,131,124,123,72,*,*,*,*,1092
2022,"Leman Academy of Excellence, Inc.",92730,Leman Academy of Excellence-Oro Valley Arizona,926143,*,115,125,122,127,134,101,93,85,72,*,*,*,*,974
2022,"Leman Academy of Excellence, Inc.",92730,Leman Academy of Excellence - Central Tucson,1000267,*,83,95,94,86,68,64,60,50,*,*,*,*,*,600
2022,"BASIS Charter Schools, Inc.",92734,BASIS Goodyear,92735,*,*,*,*,*,*,*,87,75,39,13,25,18,11,268
2022,"BASIS Charter Schools, Inc.",92736,BASIS Goodyear Primary,92737,*,122,119,124,119,123,106,*,*,*,*,*,*,*,713
2022,"Academy of Mathematics and Science, Inc.",92768,Academy of Math and Science Camelback,92769,*,180,178,124,103,109,117,99,114,92,*,*,*,*,1116
2022,"BASIS Charter Schools, Inc.",92863,BASIS Scottsdale Primary - East Campus,92864,*,98,105,118,118,123,*,*,*,*,*,*,*,*,562
2022,"BASIS Charter Schools, Inc.",92865,BASIS Chandler Primary- South Campus,92866,*,96,94,99,96,100,*,*,*,*,*,*,*,*,485
2022,Legacy Traditional School - Surprise,92879,Legacy Traditional School - Surprise,92880,*,206,219,229,226,229,221,227,201,177,*,*,*,*,1935
2022,Legacy Traditional School - Surprise,92879,Legacy Online Academy,1001623,*,53,56,69,53,41,44,40,42,43,*,*,*,*,441
2022,Espiritu Schools,92902,AIM Higher College Prep Academy,92903,*,*,*,*,*,*,*,*,40,27,*,*,*,*,67
2022,Center for Autism and Related Disorders,92918,CARD Academy Chandler,539264,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Assist Enterprises, LLC",92932,AZ Aspire Academy - Tempe,92933,*,*,*,*,*,*,*,*,*,*,*,11,*,*,36
2022,"Assist Enterprises, LLC",92932,AZ Aspire Academy - Queen Creek,339186,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Assist Enterprises, LLC",92932,AZ Aspire Academy - Goodyear,648314,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Assist Enterprises, LLC",92932,AZ Aspire Academy - Scottsdale,996075,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17
2022,Pensar Academy,92972,Pensar Academy,126443,*,*,*,*,*,22,33,36,58,61,*,*,*,*,210
2022,Think Through Academy,92976,Think Through Academy,1000047,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31
2022,The Grande Innovation Academy,92978,The Grande Innovation,649230,*,108,102,89,89,95,82,86,77,52,*,*,*,*,780
2022,ARCHES Academy,92980,ARCHES Academy,1000276,*,*,*,*,*,*,*,*,*,*,*,*,*,*,57
2022,"Synergy Public School, Inc.",92981,Synergy Public School,962403,*,85,60,79,99,67,44,54,44,*,*,*,*,*,532
2022,Highland Prep,92982,Highland Prep,703390,*,*,*,*,*,*,*,*,*,*,162,130,108,95,495
2022,"Pathways In Education-Arizona, Inc.",92983,Pathways in Education,850102,*,*,*,*,*,*,*,*,*,*,45,45,60,17,167
2022,Victory Collegiate Academy Corporation,92985,Victory Collegiate Academy,829726,*,46,34,49,43,30,41,42,42,24,*,*,*,*,351
2022,ASU Preparatory Academy - Casa Grande,92987,ASU Preparatory Academy - Casa Grande HS,635758,*,*,*,*,*,*,*,*,*,*,52,45,47,50,194
2022,Estrella Educational Foundation,92988,Maricopa Institute of Technology,181823,*,*,*,*,*,*,*,*,*,*,105,99,64,58,326
2022,Kaizen Education Foundation dba Colegio Petite Phoenix,92989,Colegio Petite Arizona,766437,*,43,45,40,51,46,35,*,*,*,*,*,*,*,260
2022,"BASIS Charter Schools, Inc.",92997,BASIS Chandler Primary - North Campus,93010,*,132,121,125,127,122,*,*,*,*,*,*,*,*,627
2022,Arizona Agribusiness & Equine Center INC.,134379,"Arizona Agribusiness & Equine Center, Inc. - Mesa",156568,*,*,*,*,*,*,*,*,*,*,35,31,23,26,115
2022,Arizona Agribusiness & Equine Center INC.,134379,AAEC Online,1001738,*,*,*,*,*,*,*,*,*,*,*,*,13,15,42
2022,"BASIS Charter Schools, Inc.",273398,BASIS Peoria Primary,103670,*,126,127,124,127,158,*,*,*,*,*,*,*,*,662
2022,Self Development Scottsdale Academy,308420,Self Development Scottsdale Academy,905186,*,21,*,14,*,*,*,*,*,*,*,*,*,*,74
2022,"New Learning Ventures, Inc.",320470,Phoenix Modern,117994,*,*,16,22,13,16,16,14,*,*,*,*,*,*,111
2022,ASU Preparatory Academy,346763,ASU Preparatory Academy - South Phoenix High School,92248,*,*,*,*,*,*,*,*,34,32,28,40,24,21,179
2022,The French American School of Arizona,395879,The French American Academy of Arizona,769544,*,11,16,11,*,*,*,*,*,*,*,*,*,*,53
2022,"AIBT Non-Profit Charter High School, Inc.",449790,RCB College Preparatory Academy,742847,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16
2022,Self Development Eastmark Academy,520359,Self Development Eastmark Academy,232786,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13
2022,ASU Preparatory Academy Digital,522074,ASU Preparatory Academy Digital,860177,*,131,122,137,178,156,227,243,281,404,391,494,520,434,3718
2022,"BASIS Charter Schools, Inc.",549803,BASIS Phoenix South,139682,*,89,67,84,77,58,28,27,*,*,*,*,*,*,430
2022,Heartspring,645408,Heartspring,791780,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,"Empower Academy, L.L.C.",689622,Empower Academy,941990,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30
2022,Edison Project,743644,Edison School of Innovation,465875,*,45,27,24,22,25,28,27,25,25,*,*,*,*,248
2022,"BASIS Charter Schools, Inc.",783027,BASIS Scottsdale Primary - West Campus,893297,*,91,83,86,83,76,*,*,*,*,*,*,*,*,419
2022,Legacy Traditional School - East Mesa,834265,Legacy Traditional School - East Mesa,541763,*,170,175,175,132,96,98,90,68,59,*,*,*,*,1063
2022,Legacy Traditional School - Peoria,850099,Legacy Traditional School – Peoria,70018,*,108,125,134,120,114,93,67,66,63,*,*,*,*,890
2022,Legacy Traditional School - Glendale,850100,Legacy Traditional School – Glendale,229646,*,136,151,152,151,158,140,125,97,76,*,*,*,*,1186
2022,Legacy Traditional School - North Chandler,850101,Legacy Traditional School – North Chandler,411380,*,128,137,129,118,107,93,62,66,58,*,*,*,*,898
2022,Legacy Traditional School - Phoenix,873957,Legacy Traditional School - Phoenix,112572,*,201,250,251,215,225,193,*,*,*,*,*,*,*,1335
2022,Phoenix International Academy,903484,Phoenix International Academy,292305,*,*,*,*,13,*,18,18,23,22,*,*,*,*,102
2022,"BASIS Charter Schools, Inc.",934316,BASIS Phoenix Primary,469376,*,118,118,119,120,139,140,*,*,*,*,*,*,*,754
2022,Eleutheria LLC,1000037,Estrella Day School,1000038,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,The United School for Autism,1000043,The United School for Autism,1000044,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Science Technology Engineering and Math Arizona,1000050,Da Vinci Tree Academy,1000051,*,27,27,32,24,21,15,21,17,13,*,*,*,*,197
2022,"Somerset Academy Arizona, Inc.",1000160,Somerset Academy Skyway Campus,1000288,*,36,20,24,18,16,22,*,19,*,*,*,*,*,165
2022,Kaleidoscope School,1000164,Kaleidoscope School,1000277,*,62,62,52,40,24,17,*,*,*,*,*,*,*,257
2022,"New Horizon High School, Inc.",1000165,Providence High School,1000282,*,*,*,*,*,*,*,*,*,*,*,17,16,16,56
2022,A+ Charter Schools,1000166,A+ Charter Schools,1000972,*,*,*,*,*,*,*,*,26,63,67,68,24,*,248
2022,Legacy Traditional School - Goodyear,1000283,Legacy Traditional School - Goodyear,1000289,*,92,104,108,76,81,52,48,27,*,*,*,*,*,588
2022,"Valor Preparatory Academy, LLC",1000291,Valor Preparatory Academy,1000304,*,*,*,*,*,*,*,19,33,32,13,17,*,*,114
2022,"Rise Resource Center, Inc.",1000295,Rise Resource Center,1000303,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22
