Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total
2022,Deer Valley Unified District,4246,Constitution Elementary School,5146,54,96,73,83,96,81,86,76,*,*,*,*,*,*,645
2022,Deer Valley Unified District,4246,Sunrise Elementary School,5147,29,43,57,49,63,58,62,55,*,*,*,*,*,*,416
2022,Deer Valley Unified District,4246,Mirage Elementary School,5149,15,64,58,94,70,77,91,73,*,*,*,*,*,*,542
2022,Deer Valley Unified District,4246,Desert Sky Middle School,5150,*,*,*,*,*,*,*,*,340,291,*,*,*,*,631
2022,Deer Valley Unified District,4246,Bellair Elementary School,5151,21,25,33,29,25,26,29,31,*,*,*,*,*,*,219
2022,Deer Valley Unified District,4246,Greenbrier Elementary School,5152,42,65,55,77,55,59,46,59,*,*,*,*,*,*,458
2022,Deer Valley Unified District,4246,Mountain Shadows Elementary School,5153,49,44,45,50,55,60,57,56,*,*,*,*,*,*,416
2022,Deer Valley Unified District,4246,Arrowhead Elementary School,5154,67,94,74,78,72,81,82,73,*,*,*,*,*,*,621
2022,Deer Valley Unified District,4246,Hillcrest Middle School,5155,*,*,*,*,*,*,*,*,427,417,*,*,*,*,844
2022,Deer Valley Unified District,4246,Desert Sage Elementary School,5156,49,77,72,98,96,94,73,83,*,*,*,*,*,*,642
2022,Deer Valley Unified District,4246,Esperanza Elementary School,5157,26,75,74,70,76,70,81,69,*,*,*,*,*,*,541
2022,Deer Valley Unified District,4246,Las Brisas Elementary School,5158,47,87,101,81,83,115,123,127,*,*,*,*,*,*,764
2022,Deer Valley Unified District,4246,Desert Mountain School,5159,19,42,32,46,55,59,53,42,60,62,*,*,*,*,470
2022,Deer Valley Unified District,4246,Copper Creek Elementary School,5160,126,102,82,83,89,82,104,92,*,*,*,*,*,*,760
2022,Deer Valley Unified District,4246,Deer Valley High School,5161,*,*,*,*,*,*,*,*,*,*,454,384,362,366,1566
2022,Deer Valley Unified District,4246,Barry Goldwater High School,5162,*,*,*,*,*,*,*,*,*,*,440,429,408,344,1621
2022,Deer Valley Unified District,4246,Mountain Ridge High School,5163,*,*,*,*,*,*,*,*,*,*,738,727,644,574,2683
2022,Deer Valley Unified District,4246,Paseo Hills School,6016,42,69,74,88,81,82,80,115,75,71,*,*,*,*,777
2022,Deer Valley Unified District,4246,Highland Lakes School,78921,*,84,74,94,87,84,93,116,196,213,*,*,*,*,1041
2022,Deer Valley Unified District,4246,Anthem School,78922,29,34,34,40,49,43,52,63,52,76,*,*,*,*,472
2022,Deer Valley Unified District,4246,Legend Springs Elementary,79290,26,93,92,83,100,80,110,97,*,*,*,*,*,*,681
2022,Deer Valley Unified District,4246,"Aspire, Deer Valley's Online Academy",79414,*,30,31,48,52,41,61,48,40,63,34,39,42,65,594
2022,Deer Valley Unified District,4246,Stetson Hills School,79573,22,84,81,87,98,112,118,119,125,131,*,*,*,*,977
2022,Deer Valley Unified District,4246,Sierra Verde STEAM Academy,79574,*,79,90,92,87,106,107,109,119,110,*,*,*,*,899
2022,Deer Valley Unified District,4246,Sandra Day O'Connor High School,80317,*,*,*,*,*,*,*,*,*,*,626,645,665,596,2532
2022,Deer Valley Unified District,4246,Gavilan Peak School,80318,29,37,55,46,69,55,58,69,101,100,*,*,*,*,619
2022,Deer Valley Unified District,4246,Terramar Academy of the Arts,81016,28,96,89,109,104,102,110,121,131,114,*,*,*,*,1004
2022,Deer Valley Unified District,4246,Sunset Ridge School,81017,61,68,49,67,55,64,51,61,77,82,*,*,*,*,635
2022,Deer Valley Unified District,4246,Boulder Creek High School,85850,*,*,*,*,*,*,*,*,*,*,640,599,603,611,2453
2022,Deer Valley Unified District,4246,Diamond Canyon School,85851,24,71,75,74,97,96,96,88,128,116,*,*,*,*,865
2022,Deer Valley Unified District,4246,West Wing School,87528,*,100,98,98,99,109,118,127,130,126,*,*,*,*,1005
2022,Deer Valley Unified District,4246,Canyon Springs STEM Academy,88399,23,60,66,95,97,93,92,103,98,102,*,*,*,*,829
2022,Deer Valley Unified District,4246,Norterra Canyon School,89953,45,52,60,57,69,52,58,62,69,74,*,*,*,*,598
2022,Deer Valley Unified District,4246,Vista Peak,92525,*,*,*,*,*,*,*,*,*,*,*,*,*,*,63
2022,Deer Valley Unified District,4246,Sonoran Foothills School,92907,*,79,87,87,111,104,102,115,99,102,*,*,*,*,886
2022,Deer Valley Unified District,4246,Union Park School,1001159,17,86,103,80,65,68,81,62,91,77,*,*,*,*,730
2022,Fountain Hills Unified District,4247,McDowell Mountain Elementary School,5165,34,82,74,78,78,*,*,*,*,*,*,*,*,*,346
2022,Fountain Hills Unified District,4247,Fountain Hills Middle School,5166,*,*,*,*,*,84,82,63,91,102,*,*,*,*,422
2022,Fountain Hills Unified District,4247,Fountain Hills High School,5167,*,*,*,*,*,*,*,*,*,*,112,131,126,111,480
2022,Fountain Hills Unified District,4247,Fountain Hills Virtual Academy,90932,*,*,*,*,*,*,*,*,*,*,*,*,*,*,38
2022,Higley Unified School District,4248,Higley Traditional Academy,5168,*,80,90,123,100,110,93,128,*,*,*,*,*,*,725
2022,Higley Unified School District,4248,Coronado Elementary School,79227,*,85,86,88,98,91,95,91,*,*,*,*,*,*,634
2022,Higley Unified School District,4248,Higley High School,79374,*,*,*,*,*,*,*,*,*,*,553,593,517,510,2173
2022,Higley Unified School District,4248,San Tan Elementary,79375,*,125,121,124,133,127,140,100,*,*,*,*,*,*,870
2022,Higley Unified School District,4248,Power Ranch Elementary,80316,*,88,90,79,89,101,94,73,*,*,*,*,*,*,614
2022,Higley Unified School District,4248,Gateway Pointe Elementary,87487,*,101,106,107,104,97,106,124,*,*,*,*,*,*,745
2022,Higley Unified School District,4248,Cortina Elementary,88422,*,91,90,105,110,123,129,129,*,*,*,*,*,*,778
2022,Higley Unified School District,4248,Chaparral Elementary School,89580,*,104,106,130,147,127,136,121,*,*,*,*,*,*,871
2022,Higley Unified School District,4248,Williams Field High School,89581,*,*,*,*,*,*,*,*,*,*,511,521,483,451,1966
2022,Higley Unified School District,4248,Centennial Elementary School,90315,*,103,93,93,102,124,108,128,*,*,*,*,*,*,751
2022,Higley Unified School District,4248,Elona P. Cooley Early Child Development Center,92252,74,*,*,*,*,*,*,*,*,*,*,*,*,*,74
2022,Higley Unified School District,4248,Cooley Middle School,92259,*,*,*,*,*,*,*,*,426,450,*,*,*,*,876
2022,Higley Unified School District,4248,Sossaman Middle School,92260,*,*,*,*,*,*,*,*,566,530,*,*,*,*,1096
2022,Higley Unified School District,4248,Sue Sossaman Early Childhood Development Center,92264,70,*,*,*,*,*,*,*,*,*,*,*,*,*,70
2022,Higley Unified School District,4248,Bridges Elementary School,93009,*,96,109,102,112,112,102,92,*,*,*,*,*,*,725
2022,Higley Unified School District,4248,Higley Virtual Academy,1001176,*,*,*,*,*,11,13,*,*,20,16,16,29,36,186
2022,Aguila Elementary District,4249,Aguila Elementary School,5187,*,16,13,14,16,12,11,15,17,15,*,*,*,*,129
2022,Sentinel Elementary District,4250,Sentinel Elementary School,5188,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32
2022,Morristown Elementary District,4251,Morristown Elementary School,5189,*,11,17,17,*,19,20,*,12,12,*,*,*,*,135
2022,Nadaburg Unified School District,4252,Nadaburg Elementary School,5190,*,35,36,43,52,43,37,41,41,36,*,*,*,*,371
2022,Nadaburg Unified School District,4252,Desert Oasis Elementary School,89748,*,56,39,45,48,55,63,50,57,67,*,*,*,*,484
2022,Nadaburg Unified School District,4252,Nadaburg Online Virtual Academy,1000059,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,Nadaburg Unified School District,4252,Mountainside High School,1001155,*,*,*,*,*,*,*,*,*,*,79,52,*,*,131
2022,Mobile Elementary District,4253,Mobile Elementary School,5191,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24
2022,Saddle Mountain Unified School District,4254,Ruth Fisher Middle School,5192,34,*,*,*,*,*,*,210,227,227,*,*,*,*,723
2022,Saddle Mountain Unified School District,4254,Tonopah Valley High School,85819,*,*,*,*,*,*,*,*,*,*,229,224,171,171,801
2022,Saddle Mountain Unified School District,4254,Winters Well Elementary School,89595,*,56,73,68,86,99,78,*,*,*,*,*,*,*,472
2022,Saddle Mountain Unified School District,4254,Tartesso Elementary School,89596,*,131,162,140,146,127,128,*,*,*,*,*,*,*,849
2022,Paloma School District,4255,Kiser Elementary School,5193,11,17,*,11,*,12,11,*,15,14,*,*,*,*,115
2022,Phoenix Elementary District,4256,Mary Mcleod Bethune School,5195,*,41,40,34,34,48,31,57,46,41,*,*,*,*,372
2022,Phoenix Elementary District,4256,Capitol Elementary School,5196,*,39,41,40,48,61,50,48,44,51,*,*,*,*,422
2022,Phoenix Elementary District,4256,Paul Dunbar Lawrence School,5197,*,22,20,30,19,33,22,31,27,26,*,*,*,*,230
2022,Phoenix Elementary District,4256,Thomas A Edison School,5198,*,37,52,55,58,47,55,46,52,57,*,*,*,*,465
2022,Phoenix Elementary District,4256,Ralph Waldo Emerson Elementary School,5199,*,18,31,35,30,25,27,39,30,33,*,*,*,*,274
2022,Phoenix Elementary District,4256,Garfield School,5200,19,40,44,47,47,36,46,49,58,46,*,*,*,*,432
2022,Phoenix Elementary District,4256,Magnet Traditional School,5201,*,33,35,41,46,41,43,45,50,47,*,*,*,*,381
2022,Phoenix Elementary District,4256,Maie Bartlett Heard School,5203,*,34,45,49,46,47,45,47,36,72,*,*,*,*,426
2022,Phoenix Elementary District,4256,Silvestre S Herrera School,5204,28,46,48,41,41,49,39,44,66,65,*,*,*,*,467
2022,Phoenix Elementary District,4256,Kenilworth Elementary School,5205,*,42,49,46,53,54,54,51,42,61,*,*,*,*,462
2022,Phoenix Elementary District,4256,Lowell Elementary School,5206,*,35,35,29,32,35,39,40,44,45,*,*,*,*,335
2022,Phoenix Elementary District,4256,Whittier Elementary School,5209,*,27,27,44,28,46,45,43,40,49,*,*,*,*,349
2022,Phoenix Elementary District,4256,Augustus H. Shaw Montessori,79616,112,68,41,43,40,40,28,27,29,25,*,*,*,*,453
2022,Phoenix Elementary District,4256,Faith North Early Childhood Learning Center,286779,90,15,*,*,*,*,*,*,*,*,*,*,*,*,105
2022,Phoenix Elementary District,4256,Phoenix #1 iAcademy,1001735,*,15,20,21,23,29,19,33,24,27,*,*,*,*,211
2022,Riverside Elementary District,4257,Riverside Traditional School,5210,13,56,71,83,79,87,*,*,*,*,*,*,*,*,389
2022,Riverside Elementary District,4257,Kings Ridge School,84660,*,*,*,*,*,*,79,89,81,67,*,*,*,*,316
2022,Riverside Elementary District,4257,Maricopa Institute of Technology (MIT),92961,*,*,*,*,*,*,*,*,20,45,*,*,*,*,65
2022,Riverside Elementary District,4257,Riverside Elementary School District (RESD) STEM2 Online School,1001510,*,*,*,*,*,*,*,*,*,*,*,*,*,*,33
2022,Tempe School District,4258,Frank Elementary School,5211,32,80,74,89,60,72,68,*,*,*,*,*,*,*,476
2022,Tempe School District,4258,Carminati School,5212,33,60,56,71,53,57,53,*,*,*,*,*,*,*,384
2022,Tempe School District,4258,Broadmor Elementary School,5213,*,99,93,97,98,95,96,*,*,*,*,*,*,*,580
2022,Tempe School District,4258,Flora Thew Elementary School,5214,36,70,58,88,84,67,65,*,*,*,*,*,*,*,468
2022,Tempe School District,4258,Holdeman Elementary School,5215,*,88,54,59,62,60,49,*,*,*,*,*,*,*,372
2022,Tempe School District,4258,Laird Elementary School,5216,12,55,49,71,51,61,61,67,75,64,*,*,*,*,567
2022,Tempe School District,4258,Meyer Montessori,5217,42,30,30,27,17,15,*,*,*,*,*,*,*,*,165
2022,Tempe School District,4258,Hudson Elementary School,5219,*,55,69,67,69,53,75,*,*,*,*,*,*,*,390
2022,Tempe School District,4258,Scales Technology Academy,5220,*,65,71,78,75,65,67,*,*,*,*,*,*,*,422
2022,Tempe School District,4258,Curry Elementary School,5221,*,76,72,84,96,83,84,*,*,*,*,*,*,*,495
2022,Tempe School District,4258,Arredondo Elementary School,5222,13,63,61,75,73,56,76,*,*,*,*,*,*,*,417
2022,Tempe School District,4258,Nevitt Elementary School,5224,31,98,112,108,107,104,120,*,*,*,*,*,*,*,680
2022,Tempe School District,4258,Wood School,5225,27,99,82,83,72,67,65,*,*,*,*,*,*,*,497
2022,Tempe School District,4258,Aguilar School,5226,33,70,59,72,80,58,73,*,*,*,*,*,*,*,445
2022,Tempe School District,4258,Rover Elementary School,5227,*,61,64,73,70,70,83,*,*,*,*,*,*,*,423
2022,Tempe School District,4258,Fuller Elementary School,5228,*,96,88,89,93,83,92,*,*,*,*,*,*,*,544
2022,Tempe School District,4258,Gililland Middle School,5230,*,*,*,*,*,*,*,242,259,288,*,*,*,*,789
2022,Tempe School District,4258,Connolly Middle School,5231,*,*,*,*,*,*,*,326,324,366,*,*,*,*,1016
2022,Tempe School District,4258,Fees College Preparatory Middle School,5232,*,*,*,*,*,*,*,245,281,313,*,*,*,*,839
2022,Tempe School District,4258,Getz School,5233,164,*,*,*,*,*,*,*,*,*,*,*,*,*,167
2022,Tempe School District,4258,Ward Traditional Academy,81057,*,43,48,47,40,44,48,35,43,32,*,*,*,*,380
2022,Tempe School District,4258,McKemy Academy of International  Studies,91913,*,*,*,*,*,*,*,104,111,101,*,*,*,*,316
2022,Tempe School District,4258,Tempe Elementary Online Community,1001716,*,13,*,18,28,29,28,25,33,24,*,*,*,*,207
2022,Isaac Elementary District,4259,Isaac Middle School,5234,*,*,*,*,*,*,*,204,191,200,*,*,*,*,595
2022,Isaac Elementary District,4259,J B Sutton Elementary School,5235,*,112,83,79,80,85,96,*,*,*,*,*,*,*,535
2022,Isaac Elementary District,4259,Alta E Butler School,5236,*,76,95,97,81,105,92,*,*,*,*,*,*,*,546
2022,Isaac Elementary District,4259,P T Coe Elementary School,5237,*,53,62,64,50,57,47,*,*,*,*,*,*,*,333
2022,Isaac Elementary District,4259,Joseph Zito Elementary School,5238,*,59,61,53,48,62,55,*,*,*,*,*,*,*,338
2022,Isaac Elementary District,4259,Mitchell Elementary School,5239,*,80,65,68,39,62,62,*,*,*,*,*,*,*,376
2022,Isaac Elementary District,4259,Esperanza Elementary School,5240,*,69,66,80,58,62,59,*,*,*,*,*,*,*,394
2022,Isaac Elementary District,4259,Bret Tarver Education Complex,5241,150,*,*,*,*,*,*,*,*,*,*,*,*,*,150
2022,Isaac Elementary District,4259,Pueblo Del Sol Middle School,5243,*,52,48,53,49,59,64,142,172,176,*,*,*,*,815
2022,Isaac Elementary District,4259,Morris K. Udall Escuela de Bellas Artes,78934,*,*,*,*,*,*,*,183,175,201,*,*,*,*,559
2022,Isaac Elementary District,4259,Moya Elementary,79821,*,70,58,60,57,42,59,*,*,*,*,*,*,*,346
2022,Isaac Elementary District,4259,Isaac Online Prep Academy,1001624,*,15,30,28,24,35,37,35,34,20,*,*,*,*,258
2022,Washington Elementary School District,4260,Acacia Elementary School,5244,*,121,98,118,106,115,102,103,*,*,*,*,*,*,763
2022,Washington Elementary School District,4260,Alta Vista Elementary School,5245,*,65,85,84,78,65,74,86,*,*,*,*,*,*,537
2022,Washington Elementary School District,4260,Arroyo Elementary School,5246,*,46,49,68,53,55,52,56,62,57,*,*,*,*,498
2022,Washington Elementary School District,4260,Cactus Wren Elementary School,5247,*,43,63,58,82,47,42,49,*,*,*,*,*,*,399
2022,Washington Elementary School District,4260,Chaparral Elementary School,5248,27,44,51,62,59,55,65,48,*,*,*,*,*,*,415
2022,Washington Elementary School District,4260,Cholla Middle School,5249,*,*,*,*,*,*,*,*,329,351,*,*,*,*,698
2022,Washington Elementary School District,4260,Desert Foothills Middle School,5250,*,*,*,*,*,*,*,*,317,339,*,*,*,*,656
2022,Washington Elementary School District,4260,Desert View Elementary School,5251,49,62,96,87,86,111,38,50,*,*,*,*,*,*,580
2022,Washington Elementary School District,4260,Ironwood Elementary School,5252,12,46,57,53,53,58,77,63,*,*,*,*,*,*,423
2022,Washington Elementary School District,4260,John Jacobs Elementary School,5253,23,52,63,49,55,63,88,74,*,*,*,*,*,*,468
2022,Washington Elementary School District,4260,Lakeview Elementary School,5254,*,72,61,63,56,88,57,87,*,*,*,*,*,*,484
2022,Washington Elementary School District,4260,Lookout Mountain School,5255,*,127,132,111,147,108,112,146,*,*,*,*,*,*,883
2022,Washington Elementary School District,4260,Manzanita Elementary School,5256,24,82,76,93,95,97,102,80,*,*,*,*,*,*,649
2022,Washington Elementary School District,4260,Maryland Elementary School,5257,*,48,53,63,58,54,57,68,76,72,*,*,*,*,560
2022,Washington Elementary School District,4260,Moon Mountain School,5258,*,68,69,58,72,72,71,80,*,*,*,*,*,*,499
2022,Washington Elementary School District,4260,Mountain Sky Middle School,5259,*,*,*,*,*,*,*,*,365,389,*,*,*,*,754
2022,Washington Elementary School District,4260,Mountain View Elementary School,5260,24,107,106,134,114,122,136,119,115,148,*,*,*,*,1126
2022,Washington Elementary School District,4260,Ocotillo School,5261,*,98,97,84,93,93,94,98,*,*,*,*,*,*,657
2022,Washington Elementary School District,4260,Orangewood School,5262,*,100,89,103,94,94,91,82,119,114,*,*,*,*,886
2022,Washington Elementary School District,4260,Palo Verde Middle School,5263,12,*,*,*,*,*,*,*,445,502,*,*,*,*,959
2022,Washington Elementary School District,4260,Richard E Miller School,5264,*,76,62,75,65,57,73,*,*,*,*,*,*,*,408
2022,Washington Elementary School District,4260,Roadrunner Elementary School,5265,*,90,92,86,100,91,85,102,*,*,*,*,*,*,648
2022,Washington Elementary School District,4260,Royal Palm Middle School,5266,*,*,*,*,*,*,42,185,235,267,*,*,*,*,729
2022,Washington Elementary School District,4260,Sahuaro School,5267,13,72,71,75,76,89,70,77,*,*,*,*,*,*,543
2022,Washington Elementary School District,4260,Shaw Butte School,5268,15,118,91,113,100,98,120,49,*,*,*,*,*,*,704
2022,Washington Elementary School District,4260,Sunburst School,5269,*,83,74,90,79,92,67,87,*,*,*,*,*,*,573
2022,Washington Elementary School District,4260,Sweetwater School,5270,*,39,52,42,50,50,37,56,58,62,*,*,*,*,451
2022,Washington Elementary School District,4260,Sunnyslope Elementary School,5271,*,79,72,72,69,64,78,79,72,86,*,*,*,*,671
2022,Washington Elementary School District,4260,Sunset School,5272,23,63,65,74,64,74,67,72,*,*,*,*,*,*,505
2022,Washington Elementary School District,4260,Tumbleweed Elementary School,5273,*,41,51,64,64,60,63,57,*,*,*,*,*,*,406
2022,Washington Elementary School District,4260,Abraham Lincoln Traditional School,5274,*,46,62,53,60,67,67,61,56,58,*,*,*,*,530
2022,Washington Elementary School District,4260,Washington Elementary School,5275,12,96,98,95,85,108,95,101,*,*,*,*,*,*,691
2022,Wilson Elementary District,4261,Wilson Elementary School,5276,*,*,*,*,*,110,113,117,93,131,*,*,*,*,564
2022,Wilson Elementary District,4261,Wilson Primary School,5277,39,113,122,115,112,*,*,*,*,*,*,*,*,*,501
2022,Osborn Elementary District,4262,Clarendon School,5278,*,*,*,*,*,128,140,127,*,*,*,*,*,*,395
2022,Osborn Elementary District,4262,Encanto School,5279,24,177,162,163,150,*,*,*,*,*,*,*,*,*,676
2022,Osborn Elementary District,4262,Osborn Middle School,5280,*,*,*,*,*,*,*,*,247,281,*,*,*,*,528
2022,Osborn Elementary District,4262,Solano School,5281,22,80,78,80,71,56,78,69,*,*,*,*,*,*,534
2022,Osborn Elementary District,4262,Longview Elementary School,5282,19,61,63,74,74,60,62,70,*,*,*,*,*,*,483
2022,Osborn Elementary District,4262,Montecito Community School,6021,13,*,*,*,*,*,*,*,*,*,*,*,*,*,15
2022,Creighton Elementary District,4263,The Creighton Academy,5283,*,52,49,33,35,42,33,35,*,*,*,*,*,*,288
2022,Creighton Elementary District,4263,Larry C Kennedy School,5284,*,29,34,46,42,45,55,58,57,64,*,*,*,*,430
2022,Creighton Elementary District,4263,Loma Linda Elementary School,5285,*,51,41,61,60,49,48,54,64,67,*,*,*,*,503
2022,Creighton Elementary District,4263,William T Machan Elementary School,5286,*,55,63,60,60,72,60,44,72,77,*,*,*,*,572
2022,Creighton Elementary District,4263,Monte Vista Elementary School,5287,*,76,70,71,85,75,91,92,83,94,*,*,*,*,737
2022,Creighton Elementary District,4263,Papago School,5288,20,83,87,72,93,108,84,79,87,114,*,*,*,*,827
2022,Creighton Elementary District,4263,Biltmore Preparatory Academy,5289,*,81,63,80,53,73,71,49,59,57,*,*,*,*,586
2022,Creighton Elementary District,4263,Gateway School,6023,*,53,60,64,63,59,57,78,88,65,*,*,*,*,594
2022,Creighton Elementary District,4263,Excelencia School,79285,*,54,51,55,64,55,66,59,70,79,*,*,*,*,553
2022,Creighton Elementary District,4263,Creighton Virtual Academy,1001733,*,14,22,27,28,24,27,20,16,17,*,*,*,*,195
2022,Tolleson Elementary District,4264,Porfirio H. Gonzales Elementary School,6240,59,76,79,82,82,78,72,87,84,89,*,*,*,*,788
2022,Tolleson Elementary District,4264,Arizona Desert Elementary School,10869,19,75,86,73,79,52,62,69,64,69,*,*,*,*,651
2022,Tolleson Elementary District,4264,Sheely Farms Elementary School,79402,23,69,68,78,57,55,73,58,71,78,*,*,*,*,630
2022,Tolleson Elementary District,4264,Desert Oasis Elementary School,87526,17,72,75,66,48,71,64,68,102,83,*,*,*,*,666
2022,Tolleson Elementary District,4264,Tolleson Virtual Academy,1001766,*,*,*,*,11,19,17,17,12,29,*,*,*,*,115
2022,Murphy Elementary District,4265,Arthur M Hamilton School,5290,*,27,33,18,35,26,20,19,24,28,*,*,*,*,230
2022,Murphy Elementary District,4265,Jack L Kuban Elementary School,5291,32,53,51,45,57,48,44,46,44,37,*,*,*,*,457
2022,Murphy Elementary District,4265,William R Sullivan Elementary School,5292,26,68,51,49,51,62,52,58,71,96,*,*,*,*,584
2022,Liberty Elementary District,4266,Liberty Elementary School,5294,24,25,33,38,46,50,34,100,107,123,*,*,*,*,580
2022,Liberty Elementary District,4266,Estrella Mountain Elementary School,5295,*,43,60,48,54,56,66,59,84,87,*,*,*,*,558
2022,Liberty Elementary District,4266,Rainbow Valley Elementary School,79652,*,55,64,60,69,57,51,78,79,100,*,*,*,*,614
2022,Liberty Elementary District,4266,Westar Elementary School,79846,14,51,73,68,67,79,87,93,88,127,*,*,*,*,747
2022,Liberty Elementary District,4266,Freedom Elementary School,87475,18,60,57,58,66,70,70,77,82,90,*,*,*,*,648
2022,Liberty Elementary District,4266,Las Brisas Academy,92706,*,58,66,68,70,70,66,83,66,69,*,*,*,*,616
2022,Liberty Elementary District,4266,Blue Horizons Elementary School,1001715,*,96,83,73,67,66,78,*,*,*,*,*,*,*,465
2022,Kyrene Elementary District,4267,Kyrene Aprende Middle School,5296,*,*,*,*,*,*,*,288,343,380,*,*,*,*,1011
2022,Kyrene Elementary District,4267,Kyrene Altadena Middle School,5297,*,*,*,*,*,*,*,299,329,364,*,*,*,*,992
2022,Kyrene Elementary District,4267,Kyrene Akimel A-Al Middle School,5298,*,*,*,*,*,*,*,273,304,299,*,*,*,*,876
2022,Kyrene Elementary District,4267,Kyrene Centennial Middle School,5299,*,*,*,*,*,*,*,236,224,286,*,*,*,*,746
2022,Kyrene Elementary District,4267,Kyrene del Pueblo Middle School,5300,*,*,*,*,*,*,*,206,208,248,*,*,*,*,662
2022,Kyrene Elementary District,4267,Kyrene Middle School,5301,*,*,*,*,*,*,*,231,250,296,*,*,*,*,777
2022,Kyrene Elementary District,4267,C I Waggoner School,5302,*,57,60,78,77,92,90,*,*,*,*,*,*,*,455
2022,Kyrene Elementary District,4267,Kyrene del Norte School,5303,*,100,100,70,75,64,57,*,*,*,*,*,*,*,467
2022,Kyrene Elementary District,4267,Kyrene de las Lomas School,5304,15,68,69,80,72,78,65,*,*,*,*,*,*,*,447
2022,Kyrene Elementary District,4267,Kyrene de los Ninos School,5305,18,62,50,67,52,76,72,*,*,*,*,*,*,*,398
2022,Kyrene Elementary District,4267,Kyrene del Cielo School,5306,32,98,110,105,101,90,107,*,*,*,*,*,*,*,646
2022,Kyrene Elementary District,4267,Kyrene de la Paloma School,5307,*,70,74,79,88,77,74,*,*,*,*,*,*,*,465
2022,Kyrene Elementary District,4267,Kyrene de la Colina School,5308,23,76,79,72,79,75,72,*,*,*,*,*,*,*,477
2022,Kyrene Elementary District,4267,Kyrene Traditional Academy,5309,*,57,57,68,66,69,89,71,62,56,*,*,*,*,595
2022,Kyrene Elementary District,4267,Kyrene de la Mariposa School,5310,29,59,74,84,74,80,71,*,*,*,*,*,*,*,472
2022,Kyrene Elementary District,4267,Kyrene De Los Lagos School,5311,*,107,96,96,92,75,69,*,*,*,*,*,*,*,536
2022,Kyrene Elementary District,4267,Kyrene Monte Vista School,5312,*,66,80,95,96,102,125,*,*,*,*,*,*,*,564
2022,Kyrene Elementary District,4267,Kyrene de la Sierra School,5313,24,66,72,75,71,84,104,*,*,*,*,*,*,*,496
2022,Kyrene Elementary District,4267,Kyrene de la Mirada School,5314,31,82,91,83,101,87,83,*,*,*,*,*,*,*,558
2022,Kyrene Elementary District,4267,Kyrene de la Esperanza School,5315,*,64,78,79,74,79,77,*,*,*,*,*,*,*,452
2022,Kyrene Elementary District,4267,Kyrene de las Brisas School,5316,41,87,100,103,97,86,106,*,*,*,*,*,*,*,620
2022,Kyrene Elementary District,4267,Kyrene de los Cerritos School,5317,*,47,47,71,70,66,72,*,*,*,*,*,*,*,375
2022,Kyrene Elementary District,4267,Kyrene de las Manitas School,5318,25,43,40,49,47,73,62,25,*,*,*,*,*,*,365
2022,Kyrene Elementary District,4267,Kyrene de la Estrella Elementary School,78923,25,50,49,61,80,82,80,*,*,*,*,*,*,*,429
2022,Kyrene Elementary District,4267,Kyrene del Milenio,79143,45,89,81,74,88,75,70,*,*,*,*,*,*,*,522
2022,Kyrene Elementary District,4267,Kyrene Digital Academy,1001168,*,42,65,72,105,78,95,63,92,97,*,*,*,*,709
2022,Balsz Elementary District,4268,Pat Tillman Middle School,5319,*,*,*,*,*,*,*,242,222,246,*,*,*,*,710
2022,Balsz Elementary District,4268,David Crockett Elementary School,5320,*,95,76,78,107,95,82,*,*,*,*,*,*,*,533
2022,Balsz Elementary District,4268,Griffith Elementary School,5321,*,83,89,72,86,79,75,*,*,*,*,*,*,*,484
2022,Balsz Elementary District,4268,Brunson-Lee Elementary School,81141,*,84,69,65,77,79,67,*,*,*,*,*,*,*,441
2022,Balsz Elementary District,4268,Orangedale Early Learning Center,92301,23,*,*,*,*,*,*,*,*,*,*,*,*,*,23
2022,Balsz Elementary District,4268,Balsz Online Academy (B.O.A.),1001847,*,*,*,*,*,*,*,*,*,*,*,*,*,*,64
2022,Buckeye Elementary District,4269,Bales Elementary School,81110,*,58,65,64,67,61,77,82,78,66,*,*,*,*,619
2022,Buckeye Elementary District,4269,Sundance Elementary,87471,*,75,69,85,78,89,91,89,84,117,*,*,*,*,778
2022,Buckeye Elementary District,4269,Buckeye Elementary School,87473,141,91,97,80,105,88,84,87,94,107,*,*,*,*,977
2022,Buckeye Elementary District,4269,Westpark Elementary School,88398,*,60,59,69,69,62,73,61,88,80,*,*,*,*,621
2022,Buckeye Elementary District,4269,Steven R. Jasinski Elementary School,89572,69,59,72,71,75,68,75,84,75,85,*,*,*,*,733
2022,Buckeye Elementary District,4269,Inca Elementary School,90341,*,56,62,49,64,61,68,68,61,86,*,*,*,*,576
2022,Buckeye Elementary District,4269,Marionneaux Elementary School,527220,*,77,84,89,89,88,99,96,73,93,*,*,*,*,791
2022,Buckeye Elementary District,4269,BESD Virtual,1001175,*,*,12,12,11,14,*,*,*,*,*,*,*,*,66
2022,Buckeye Elementary District,4269,John S McCain III Elementary School,1001730,*,58,54,54,62,60,53,65,56,58,*,*,*,*,521
2022,Madison Elementary District,4270,Madison #1 Elementary School,5324,*,*,*,*,*,*,216,268,233,229,*,*,*,*,946
